icd,icddesc,icdvers,icddate,hcc,rxhcc,inhcc,inrxhcc,year
20302,MULT MYELOMA IN RELAPSE,9,01oct2008,9,9,Yes,Yes,2010
2031,Plasma Cell Leukemia*,9,01jan1991,9,9,No,No,2010
20310,Plsm Cell Leuk W/O Rmson,9,01jan1991,9,9,Yes,Yes,2010
20311,Plsm Cell Leuk W Rmson,9,01jan1991,9,9,Yes,Yes,2010
20312,PLSM CEL LEUK IN RELAPSE,9,01oct2008,9,9,Yes,Yes,2010
2038,Immunoproliferat Neo Nec*,9,01jan1991,9,9,No,No,2010
20380,Oth Imnprfl Npl W/O Rmsn,9,01jan1991,9,9,Yes,Yes,2010
20381,Oth Imnprfl Npl W Rmsn,9,01jan1991,9,9,Yes,Yes,2010
20382,OTH IMNPRLF NEO-RELAPSE,9,01oct2008,9,9,Yes,Yes,2010
204,Lymphoid Leukemia*,9,01jan1991,9,10,No,No,2010
2040,Acute Lymphoid Leukemia*,9,01jan1991,7,9,No,No,2010
20400,Act Lym Leuk W/O Rmsion,9,01jan1991,7,9,Yes,Yes,2010
20401,Act Lym Leuk W Rmsion,9,01jan1991,7,9,Yes,Yes,2010
20402,ACT LYMP LEUK IN RELAPSE,9,01oct2008,7,9,Yes,Yes,2010
2041,Chr Lymphoid Leukemia*,9,01jan1991,9,10,No,No,2010
20410,Chr Lym Leuk W/O Rmsion,9,01jan1991,9,10,Yes,Yes,2010
20411,Chr Lym Leuk W Rmsion,9,01jan1991,9,10,Yes,Yes,2010
20412,CHR LYMP LEUK IN RELAPSE,9,01oct2008,9,10,Yes,Yes,2010
2042,Subac Lymphoid Leukemia*,9,01jan1991,9,10,No,No,2010
20420,Sbac Lym Leuk W/O Rmsion,9,01jan1991,9,10,Yes,Yes,2010
20421,Sbac Lym Leuk W Rmsion,9,01jan1991,9,10,Yes,Yes,2010
20422,SBAC LYM LEUK IN RELAPSE,9,01oct2008,9,10,Yes,Yes,2010
2048,Lymphoid Leukemia Nec*,9,01jan1991,9,10,No,No,2010
20480,Oth Lym Leuk W/O Rmsion,9,01jan1991,9,10,Yes,Yes,2010
20481,Oth Lym Leuk W Rmsion,9,01jan1991,9,10,Yes,Yes,2010
20482,OTH LYM LEUK IN RELAPSE,9,01oct2008,9,10,Yes,Yes,2010
2049,Lymphoid Leukemia Nos*,9,01jan1991,9,10,No,No,2010
20490,Uns Lym Leuk W/O Rmsion,9,01jan1991,9,10,Yes,Yes,2010
20491,Uns Lym Leuk W Rmsion,9,01jan1991,9,10,Yes,Yes,2010
20492,LYMP LEUK NOS RELAPSE,9,01oct2008,9,10,Yes,Yes,2010
205,Myeloid Leukemia*,9,01jan1991,8,9,No,No,2010
2050,Acute Myeloid Leukemia*,9,01jan1991,7,8,No,No,2010
20500,Act Myl Leuk W/O Rmsion,9,01jan1991,7,8,Yes,Yes,2010
20501,Act Myl Leuk W Rmsion,9,01jan1991,7,8,Yes,Yes,2010
20502,ACT MYEL LEUK IN RELAPSE,9,01oct2008,7,8,Yes,Yes,2010
2051,Chronic Myeloid Leukemia*,9,01jan1991,8,9,No,No,2010
20510,Chr Myl Leuk W/O Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20511,Chr Myl Leuk W Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20512,CHR MYEL LEUK IN RELAPSE,9,01oct2008,8,9,Yes,Yes,2010
2052,Subacut Myeloid Leukemia*,9,01jan1991,8,9,No,No,2010
20520,Sbac Myl Leuk W/O Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20521,Sbac Myl Leuk W Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20522,SBAC MYL LEUK IN RELAPSE,9,01oct2008,8,9,Yes,Yes,2010
2053,Myeloid Sarcoma*,9,01jan1991,8,9,No,No,2010
20530,Myl Srcoma W/O Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20531,Myl Srcoma W Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20532,MYEL SARCOMA IN RELAPSE,9,01oct2008,8,9,Yes,Yes,2010
2058,Myeloid Leukemia Nec*,9,01jan1991,8,9,No,No,2010
20580,Oth Myl Leuk W/O Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20581,Oth Myl Leuk W Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20582,OTH MYEL LEUK IN RELAPSE,9,01oct2008,8,9,Yes,Yes,2010
2059,Myeloid Leukemia Nos*,9,01jan1991,8,9,No,No,2010
20590,Uns Myl Leuk W/O Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20591,Uns Myl Leuk W Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20592,MYEL LEUK NOS IN RELAPSE,9,01oct2008,8,9,Yes,Yes,2010
206,Monocytic Leukemia*,9,01jan1991,8,9,No,No,2010
2060,Acute Monocytic Leukemia*,9,01jan1991,7,9,No,No,2010
20600,Act Mono Leuk W/O Rmsion,9,01jan1991,7,9,Yes,Yes,2010
20601,Act Mono Leuk W Rmsion,9,01jan1991,7,9,Yes,Yes,2010
20602,ACT MONO LEUK IN RELAPSE,9,01oct2008,7,9,Yes,Yes,2010
2061,Chr Monocytic Leukemia*,9,01jan1991,8,9,No,No,2010
20610,Chr Mono Leuk W/O Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20611,Chr Mono Leuk W Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20612,CHR MONO LEUK IN RELAPSE,9,01oct2008,8,9,Yes,Yes,2010
2062,Subac Monocytic Leukemia*,9,01jan1991,8,9,No,No,2010
20620,Sbac Mono Leuk W/O Rmson,9,01jan1991,8,9,Yes,Yes,2010
20621,Sbac Mono Leuk W Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20622,SBAC MONO LEU IN RELAPSE,9,01oct2008,8,9,Yes,Yes,2010
2068,Monocytic Leukemia Nec*,9,01jan1991,8,9,No,No,2010
20680,Oth Mono Leuk W/O Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20681,Oth Mono Leuk W Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20682,OTH MONO LEUK IN RELAPSE,9,01oct2008,8,9,Yes,Yes,2010
2069,Monocytic Leukemia Nos*,9,01jan1991,8,9,No,No,2010
20690,Uns Mono Leuk W/O Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20691,Uns Mono Leuk W Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20692,MONO LEUK NOS RELAPSE,9,01oct2008,8,9,Yes,Yes,2010
207,Other Specified Leukemia*,9,01jan1991,8,9,No,No,2010
2070,Acute Erythremia*,9,01jan1991,7,9,No,No,2010
20700,Act Erth/Erylk W/O Rmson,9,01jan1991,7,9,Yes,Yes,2010
20701,Act Erth/Erylk W Rmson,9,01jan1991,7,9,Yes,Yes,2010
20702,AC ERTH/ERYLK IN RELAPSE,9,01oct2008,7,9,Yes,Yes,2010
2071,Chronic Erythremia*,9,01jan1991,8,9,No,No,2010
20710,Chr Erythrm W/O Remision,9,01jan1991,8,9,Yes,Yes,2010
20711,Chr Erythrm W Remision,9,01jan1991,8,9,Yes,Yes,2010
20712,CHR ERYTHRMIA IN RELAPSE,9,01oct2008,8,9,Yes,Yes,2010
2072,Megakaryocytic Leukemia*,9,01jan1991,8,9,No,No,2010
20720,Mgkrycyt Leuk W/O Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20721,Mgkrycyt Leuk W Rmsion,9,01jan1991,8,9,Yes,Yes,2010
20722,MGKRYCYT LEUK IN RELAPSE,9,01oct2008,8,9,Yes,Yes,2010
2078,Specified Leukemia Nec*,9,01jan1991,8,9,No,No,2010
20780,Oth Spf Leuk W/O Remsion,9,01jan1991,8,9,Yes,Yes,2010
20781,Oth Spf Leuk W Remsion,9,01jan1991,8,9,Yes,Yes,2010
20782,OTH SPF LEUK IN RELAPSE,9,01oct2008,8,9,Yes,Yes,2010
208,Leukemia-Unspecif Cell*,9,01jan1991,9,10,No,No,2010
2080,Act Leuk Uns Cl W/O Rmsn*,9,01jan1991,7,9,No,No,2010
20800,Act Leuk Uns Cl W/O Rmsn,9,01jan1991,7,9,Yes,Yes,2010
20801,Act Leuk Uns Cl W Rmson,9,01jan1991,7,9,Yes,Yes,2010
20802,AC LEUK UNS CL RELAPSE,9,01oct2008,7,9,Yes,Yes,2010
2081,Chronic Leukemia Nos*,9,01jan1991,9,10,No,No,2010
20810,Chr Leuk Uns Cl W/O Rmsn,9,01jan1991,9,10,Yes,Yes,2010
20811,Chr Leuk Uns Cl W Rmson,9,01jan1991,9,10,Yes,Yes,2010
20812,CH LEU UNS CL IN RELAPSE,9,01oct2008,9,9,Yes,Yes,2010
2082,Subacute Leukemia Nos*,9,01jan1991,9,10,No,No,2010
20820,Sbac Leuk Uns Cl W/O Rms,9,01jan1991,9,10,Yes,Yes,2010
20821,Sbac Leuk Uns Cl W Rmson,9,01jan1991,9,10,Yes,Yes,2010
20822,SBAC LEU UNS CL-RELAPSE,9,01oct2008,9,10,Yes,Yes,2010
2088,Leukemia-Unspec Cell Nec*,9,01jan1991,9,10,No,No,2010
20880,Oth Leuk Uns Cl W/O Rmsn,9,01jan1991,9,10,Yes,Yes,2010
20881,Oth Leuk Uns Cl W Rmson,9,01jan1991,9,10,Yes,Yes,2010
20882,OTH LEUK UNS CL-RELAPSE,9,01oct2008,9,10,Yes,Yes,2010
2089,Leukemia-Unspec Cell Nos*,9,01jan1991,9,10,No,No,2010
20890,Leukemia Nos W/O Remsion,9,01jan1991,9,10,Yes,Yes,2010
20891,Leukemia Nos W Remission,9,01jan1991,9,10,Yes,Yes,2010
20892,LEUKEMIA NOS IN RELAPSE,9,01oct2008,9,10,Yes,Yes,2010
20900,MAL CRCNOID SM INTST NOS,9,01oct2008,10,10,Yes,Yes,2010
20901,MALIG CARCINOID DUODENUM,9,01oct2008,10,10,Yes,Yes,2010
20902,MALIG CARCINOID JEJUNUM,9,01oct2008,10,10,Yes,Yes,2010
20903,MALIG CARCINOID ILEUM,9,01oct2008,10,10,Yes,Yes,2010
20910,MAL CRCNOID LG INTST NOS,9,01oct2008,10,10,Yes,Yes,2010
20911,MALIG CARCINOID APPENDIX,9,01oct2008,10,10,Yes,Yes,2010
20912,MALIG CARCINOID CECUM,9,01oct2008,10,10,Yes,Yes,2010
20913,MAL CRCNOID ASCEND COLON,9,01oct2008,10,10,Yes,Yes,2010
20914,MAL CRCNOID TRANSV COLON,9,01oct2008,10,10,Yes,Yes,2010
20915,MAL CARCINOID DESC COLON,9,01oct2008,10,10,Yes,Yes,2010
20916,MAL CARCINOID SIG COLON,9,01oct2008,10,10,Yes,Yes,2010
20917,MALIG CARCINOID RECTUM,9,01oct2008,10,10,Yes,Yes,2010
20920,MAL CRCND PRIM SITE UNKN,9,01oct2008,10,10,Yes,Yes,2010
20921,MAL CARCINOID BRONC/LUNG,9,01oct2008,10,10,Yes,Yes,2010
20922,MALIG CARCINOID THYMUS,9,01oct2008,10,10,Yes,Yes,2010
20923,MALIG CARCINOID STOMACH,9,01oct2008,10,10,Yes,Yes,2010
20924,MALIG CARCINOID KIDNEY,9,01oct2008,10,10,Yes,Yes,2010
20925,MAL CARCNOID FOREGUT NOS,9,01oct2008,10,10,Yes,Yes,2010
20926,MAL CARCINOID MIDGUT NOS,9,01oct2008,10,10,Yes,Yes,2010
20927,MAL CARCNOID HINDGUT NOS,9,01oct2008,10,10,Yes,Yes,2010
20929,MALIG CARCINOID OTH SITE,9,01oct2008,10,10,Yes,Yes,2010
20930,MALIG NEUROENDO CA NOS,9,01oct2008,10,10,Yes,Yes,2010
20931,Merkel cell ca-face,9,01oct2009,10,10,Yes,Yes,2010
20932,Merkel cell ca-sclp/neck,9,01oct2009,10,10,Yes,Yes,2010
20933,Merkel cell ca-up limb,9,01oct2009,10,10,Yes,Yes,2010
20934,Merkel cell ca-low limb,9,01oct2009,10,10,Yes,Yes,2010
20935,Merkel cell ca-trunk,9,01oct2009,10,10,Yes,Yes,2010
20936,Merkel cell ca-oth sites,9,01oct2009,10,10,Yes,Yes,2010
20970,Sec neuroendo tumor NOS,9,01oct2009,7,9,Yes,Yes,2010
20971,Sec neuroend tu dist lym,9,01oct2009,7,9,Yes,Yes,2010
20972,Sec neuroend tumor-liver,9,01oct2009,7,9,Yes,Yes,2010
20973,Sec neuroendo tumor-bone,9,01oct2009,7,9,Yes,Yes,2010
20974,Sec neuroendo tu-periton,9,01oct2009,7,9,Yes,Yes,2010
20975,Secondary Merkel cell ca,9,01oct2009,7,9,Yes,Yes,2010
20979,Sec neuroend tu oth site,9,01oct2009,7,9,Yes,Yes,2010
225,Benign Neo Nervous Syst*,9,01jan1991,10,,No,No,2010
2250,Benign Neoplasm Brain,9,01jan1991,10,,Yes,No,2010
2251,Benign Neo Cranial Nerve,9,01jan1991,10,,Yes,No,2010
2252,Ben Neo Cerebr Meninges,9,01jan1991,10,,Yes,No,2010
2253,Benign Neo Spinal Cord,9,01jan1991,10,,Yes,No,2010
2254,Ben Neo Spinal Meninges,9,01jan1991,10,,Yes,No,2010
2258,Benign Neo Nerv Sys Nec,9,01jan1991,10,,Yes,No,2010
2259,Benign Neo Nerv Sys Nos,9,01jan1991,10,,Yes,No,2010
2273,Benign Neo Pituitary,9,01jan1991,10,,Yes,No,2010
2274,Ben Neopl Pineal Gland,9,01jan1991,10,,Yes,No,2010
22802,Hemangioma Intracranial,9,01jan1991,10,,Yes,No,2010
2370,Unc Behav Neo Pituitary,9,01jan1991,10,,Yes,No,2010
2371,Unc Behav Neo Pineal,9,01jan1991,10,,Yes,No,2010
2373,Unc Behav Neo Paragang,9,01jan1991,10,,Yes,No,2010
2375,Unc Beh Neo Brain/Spinal,9,01jan1991,10,,Yes,No,2010
2376,Unc Behav Neo Meninges,9,01jan1991,10,,Yes,No,2010
2377,Neurofibromatosis*,9,01jan1991,10,,No,No,2010
23770,Neurofibromatosis Nos,9,01jan1991,10,,Yes,No,2010
23771,Neurofibromatosis Type I,9,01jan1991,10,,Yes,No,2010
23772,Neurofibromatosis Typ Ii,9,01jan1991,10,,Yes,No,2010
2379,Unc Beh Neo Nerv Sys Nec,9,01jan1991,10,,Yes,No,2010
2384,Polycythemia Vera,9,01jan1991,,54,No,Yes,2010
2387,Lymphoproliferat Dis Nos,9,01jan1991,44,51,No,No,2010
23871,Essential thrombocythemia,9,01oct2006,,55,No,Yes,2010
23872,Low grade myelodysplastic,9,01oct2006,44,51,Yes,Yes,2010
23873,High grade myelodysplasti,9,01oct2006,44,51,Yes,Yes,2010
23874,Myelodysplastic syndrome,9,01oct2006,44,51,Yes,Yes,2010
23875,"Myelodysplastic syndrome,",9,01oct2006,44,51,Yes,Yes,2010
23876,Myelofibrosis with myeloi,9,01oct2006,,51,No,Yes,2010
23879,Other lymphatic and hemat,9,01oct2006,,51,No,Yes,2010
2396,Brain Neoplasm Nos,9,01jan1991,10,,Yes,No,2010
240,"Goiter, Simple/Nos*",9,01jan1991,,21,No,No,2010
2400,Simple Goiter,9,01jan1991,,21,No,Yes,2010
2409,Goiter Nos,9,01jan1991,,21,No,Yes,2010
241,Nontoxic Nodular Goiter*,9,01jan1991,,21,No,No,2010
2410,Nontox Uninodular Goiter,9,01jan1991,,21,No,Yes,2010
2411,Nontox Multinodul Goiter,9,01jan1991,,21,No,Yes,2010
2419,Nontox Nodul Goiter Nos,9,01jan1991,,21,No,Yes,2010
242,Thyrotoxicosis*,9,01jan1991,,21,No,No,2010
2420,Toxic Diffuse Goiter*,9,01jan1991,,21,No,No,2010
24200,Tox Dif Goiter No Crisis,9,01jan1991,,21,No,Yes,2010
24201,Tox Dif Goiter W Crisis,9,01jan1991,,21,No,Yes,2010
2421,Toxic Uninodular Goiter*,9,01jan1991,,21,No,No,2010
24210,Tox Uninod Goit No Cris,9,01jan1991,,21,No,Yes,2010
24211,Tox Uninod Goit W Crisis,9,01jan1991,,21,No,Yes,2010
2422,Toxic Multinodul Goiter*,9,01jan1991,,21,No,No,2010
24220,Tox Multnod Goit No Cris,9,01jan1991,,21,No,Yes,2010
24221,Tox Multnod Goit W Cris,9,01jan1991,,21,No,Yes,2010
2423,Toxic Nodular Goiter Nos*,9,01jan1991,,21,No,No,2010
24230,Tox Nod Goiter No Crisis,9,01jan1991,,21,No,Yes,2010
24231,Tox Nod Goiter W Crisis,9,01jan1991,,21,No,Yes,2010
2424,Thyrotox D/T Ectop Nodul*,9,01jan1991,,21,No,No,2010
24240,Thyrotox-Ect Nod No Cris,9,01jan1991,,21,No,Yes,2010
24241,Thyrotox-Ect Nod W Cris,9,01jan1991,,21,No,Yes,2010
2428,Thyrotox Spec Origin Nec*,9,01jan1991,,21,No,No,2010
24280,Thyrtox Orig Nec No Cris,9,01jan1991,,21,No,Yes,2010
24281,Thyrotox Orig Nec W Cris,9,01jan1991,,21,No,Yes,2010
2429,Thyrotoxicosis Nos*,9,01jan1991,,21,No,No,2010
24290,Thyrotox Nos No Crisis,9,01jan1991,,21,No,Yes,2010
24291,Thyrotox Nos W Crisis,9,01jan1991,,21,No,Yes,2010
243,Congenital Hypothyroidsm,9,01jan1991,,21,No,Yes,2010
244,Acquired Hypothyroidism*,9,01jan1991,,21,No,No,2010
2440,Postsurgical Hypothyroid,9,01jan1991,,21,No,Yes,2010
2441,Postablat Hypothyr Nec,9,01jan1991,,21,No,Yes,2010
2442,Iodine Hypothyroidism,9,01jan1991,,21,No,Yes,2010
2443,Iatrogen Hypothyroid Nec,9,01jan1991,,21,No,Yes,2010
2448,Acquired Hypothyroid Nec,9,01jan1991,,21,No,Yes,2010
2449,Hypothyroidism Nos,9,01jan1991,,21,No,Yes,2010
245,Thyroiditis*,9,01jan1991,,21,No,No,2010
2450,Acute Thyroiditis,9,01jan1991,,21,No,Yes,2010
2451,Subacute Thyroiditis,9,01jan1991,,21,No,Yes,2010
2452,Chr Lymphocyt Thyroidit,9,01jan1991,,21,No,Yes,2010
2453,Chr Fibrous Thyroiditis,9,01jan1991,,21,No,Yes,2010
2454,Iatrogenic Thyroiditis,9,01jan1991,,21,No,Yes,2010
2458,Chr Thyroiditis Nec/Nos,9,01jan1991,,21,No,Yes,2010
2459,Thyroiditis Nos,9,01jan1991,,21,No,Yes,2010
246,Oth Disorders Of Thyroid*,9,01jan1991,,21,No,No,2010
2460,Dis Thyrocalciton Secret,9,01jan1991,,21,No,Yes,2010
2461,Dyshormonogenic Goiter,9,01jan1991,,21,No,Yes,2010
2462,Cyst Of Thyroid,9,01jan1991,,21,No,Yes,2010
2463,Hemorr/Infarc Thyroid,9,01jan1991,,21,No,Yes,2010
2468,Disorders Of Thyroid Nec,9,01jan1991,,21,No,Yes,2010
2469,Disorder Of Thyroid Nos,9,01jan1991,,21,No,Yes,2010
24900,SEC DM WO CMP NT ST UNCN,9,01oct2008,19,18,Yes,Yes,2010
24901,SEC DM WO COMP UNCONTRLD,9,01oct2008,19,18,Yes,Yes,2010
24910,SEC DM KETO NT ST UNCNTR,9,01oct2008,17,17,Yes,Yes,2010
24911,SEC DM KETOACD UNCNTRLD,9,01oct2008,17,17,Yes,Yes,2010
24920,SEC DM HPROS NT ST UNCNR,9,01oct2008,17,17,Yes,Yes,2010
24921,SEC DM HPROSMLR UNCNTRLD,9,01oct2008,17,17,Yes,Yes,2010
24930,SEC DM OT CMA NT ST UNCN,9,01oct2008,17,17,Yes,Yes,2010
24931,SEC DM OTH COMA UNCNTRLD,9,01oct2008,17,17,Yes,Yes,2010
24940,SEC DM RENL NT ST UNCNTR,9,01oct2008,15,17,Yes,Yes,2010
24941,SEC DM RENAL UNCONTRLD,9,01oct2008,15,17,Yes,Yes,2010
24950,SEC DM OPHTH NT ST UNCN,9,01oct2008,18,17,Yes,Yes,2010
24951,SEC DM OPHTH UNCONTRLD,9,01oct2008,18,17,Yes,Yes,2010
24960,SEC DM NEURO NT ST UNCN,9,01oct2008,16,17,Yes,Yes,2010
24961,SEC DM NEURO UNCONTRLD,9,01oct2008,16,17,Yes,Yes,2010
24970,SEC DM CIRC NT ST UNCNTR,9,01oct2008,15,17,Yes,Yes,2010
24971,SEC DM CIRC UNCONTRLD,9,01oct2008,15,17,Yes,Yes,2010
24980,SEC DM OTH NT ST UNCONTR,9,01oct2008,16,17,Yes,Yes,2010
24981,SEC DM OTHER UNCONTRLD,9,01oct2008,16,17,Yes,Yes,2010
24990,SEC DM UNSP NT ST UNCON,9,01oct2008,18,17,Yes,Yes,2010
24991,SEC DM UNSP UNCONTROLD,9,01oct2008,18,17,Yes,Yes,2010
250,Diabetes Mellitus*,9,01jan1991,19,18,No,No,2010
2500,Diabetes Mellitus Uncomp*,9,01jan1991,19,18,No,No,2010
25000,Dmii Wo Cmp Nt St Uncntr,9,01jan1991,19,18,Yes,Yes,2010
25001,Dmi Wo Cmp Nt St Uncntrl,9,01jan1991,19,18,Yes,Yes,2010
25002,Dmii Wo Cmp Uncntrld,9,01jan1991,19,18,Yes,Yes,2010
25003,Dmi Wo Cmp Uncntrld,9,01jan1991,19,18,Yes,Yes,2010
2501,Diabetes W Ketoacidosis*,9,01jan1991,17,17,No,No,2010
25010,Dmii Keto Nt St Uncntrld,9,01jan1991,17,17,Yes,Yes,2010
25011,Dmi Keto Nt St Uncntrld,9,01jan1991,17,17,Yes,Yes,2010
25012,Dmii Ketoacd Uncontrold,9,01jan1991,17,17,Yes,Yes,2010
25013,Dmi Ketoacd Uncontrold,9,01jan1991,17,17,Yes,Yes,2010
2502,Diab W Hyperosmolar Coma*,9,01jan1991,17,17,No,No,2010
25020,Dmii Hprsm Nt St Uncntrl,9,01jan1991,17,17,Yes,Yes,2010
25021,Dmi Hprsm Nt St Uncntrld,9,01jan1991,17,17,Yes,Yes,2010
25022,Dmii Hprosmlr Uncontrold,9,01jan1991,17,17,Yes,Yes,2010
25023,Dmi Hprosmlr Uncontrold,9,01jan1991,17,17,Yes,Yes,2010
2503,Diabetes With Coma Nec*,9,01jan1991,17,17,No,No,2010
25030,Dmii O Cm Nt St Uncntrld,9,01jan1991,17,17,Yes,Yes,2010
25031,Dmi O Cm Nt St Uncntrld,9,01jan1991,17,17,Yes,Yes,2010
25032,Dmii Oth Coma Uncontrold,9,01jan1991,17,17,Yes,Yes,2010
25033,Dmi Oth Coma Uncontrold,9,01jan1991,17,17,Yes,Yes,2010
2504,Diab W Renal Manifest*,9,01jan1991,15,17,No,No,2010
25040,Dmii Renl Nt St Uncntrld,9,01jan1991,15,17,Yes,Yes,2010
25041,Dmi Renl Nt St Uncntrld,9,01jan1991,15,17,Yes,Yes,2010
25042,Dmii Renal Uncntrld,9,01jan1991,15,17,Yes,Yes,2010
25043,Dmi Renal Uncntrld,9,01jan1991,15,17,Yes,Yes,2010
2505,Diab W Ophthalmic Manif*,9,01jan1991,18,17,No,No,2010
25050,Dmii Ophth Nt St Uncntrl,9,01jan1991,18,17,Yes,Yes,2010
25051,Dmi Ophth Nt St Uncntrld,9,01jan1991,18,17,Yes,Yes,2010
25052,Dmii Ophth Uncntrld,9,01jan1991,18,17,Yes,Yes,2010
25053,Dmi Ophth Uncntrld,9,01jan1991,18,17,Yes,Yes,2010
2506,Diab W Neurologic Manif*,9,01jan1991,16,17,No,No,2010
25060,Dmii Neuro Nt St Uncntrl,9,01jan1991,16,17,Yes,Yes,2010
25061,Dmi Neuro Nt St Uncntrld,9,01jan1991,16,17,Yes,Yes,2010
25062,Dmii Neuro Uncntrld,9,01jan1991,16,17,Yes,Yes,2010
25063,Dmi Neuro Uncntrld,9,01jan1991,16,17,Yes,Yes,2010
2507,Diabetes W Circulat Dis*,9,01jan1991,15,17,No,No,2010
25070,Dmii Circ Nt St Uncntrld,9,01jan1991,15,17,Yes,Yes,2010
25071,Dmi Circ Nt St Uncntrld,9,01jan1991,15,17,Yes,Yes,2010
25072,Dmii Circ Uncntrld,9,01jan1991,15,17,Yes,Yes,2010
25073,Dmi Circ Uncntrld,9,01jan1991,15,17,Yes,Yes,2010
2508,Diabetes W Manifest Nec*,9,01jan1991,16,17,No,No,2010
25080,Dmii Oth Nt St Uncntrld,9,01jan1991,16,17,Yes,Yes,2010
25081,Dmi Oth Nt St Uncntrld,9,01jan1991,16,17,Yes,Yes,2010
25082,Dmii Oth Uncntrld,9,01jan1991,16,17,Yes,Yes,2010
25083,Dmi Oth Uncntrld,9,01jan1991,16,17,Yes,Yes,2010
2509,Diabetes W Complic Nos*,9,01jan1991,18,17,No,No,2010
25090,Dmii Unspf Nt St Uncntrl,9,01jan1991,18,17,Yes,Yes,2010
25091,Dmi Unspf Nt St Uncntrld,9,01jan1991,18,17,Yes,Yes,2010
25092,Dmii Unspf Uncntrld,9,01jan1991,18,17,Yes,Yes,2010
25093,Dmi Unspf Uncntrld,9,01jan1991,18,17,Yes,Yes,2010
2510,Hypoglycemic Coma,9,01jan1991,,20,No,Yes,2010
2514,Abn Secretion Glucagon,9,01jan1991,32,31,Yes,Yes,2010
2515,Abnorm Secretion Gastrin,9,01jan1991,32,31,Yes,Yes,2010
2518,Pancreatic Disorder Nec,9,01jan1991,32,31,Yes,Yes,2010
2519,Pancreatic Disorder Nos,9,01jan1991,32,31,Yes,Yes,2010
252,Parathyroid Disorder*,9,01jan1991,,20,No,No,2010
2520,Hyperparathyroidism,9,01jan1991,,20,No,No,2010
25200,Hyperparathyroidism Nos,9,01oct2004,,20,No,Yes,2010
25201,Primary Hyperparathyroid,9,01oct2004,,20,No,Yes,2010
25202,Sec Hyprprthyrd Nonrenal,9,01oct2004,,20,No,Yes,2010
25208,Hyperparathyroidism Nec,9,01oct2004,,20,No,Yes,2010
2521,Hypoparathyroidism,9,01jan1991,,20,No,Yes,2010
2528,Parathyroid Disorder Nec,9,01jan1991,,20,No,Yes,2010
2529,Parathyroid Disorder Nos,9,01jan1991,,20,No,Yes,2010
253,Pituitary/Hypothalm Dis*,9,01jan1991,,20,No,No,2010
2530,Acromegaly And Gigantism,9,01jan1991,,20,No,Yes,2010
2531,Ant Pituit Hyperfunc Nec,9,01jan1991,,20,No,Yes,2010
2532,Panhypopituitarism,9,01jan1991,,20,No,Yes,2010
2533,Pituitary Dwarfism,9,01jan1991,,20,No,Yes,2010
2534,Anter Pituitary Dis Nec,9,01jan1991,,20,No,Yes,2010
2535,Diabetes Insipidus,9,01jan1991,,20,No,Yes,2010
2536,Neurohypophysis Dis Nec,9,01jan1991,,20,No,Yes,2010
2537,Iatrogenic Pituitary Dis,9,01jan1991,,20,No,Yes,2010
2538,Pituitary Disorder Nec,9,01jan1991,,20,No,Yes,2010
2539,Pituitary Disorder Nos,9,01jan1991,,20,No,Yes,2010
254,Diseases Of Thymus Gland*,9,01jan1991,,20,No,No,2010
2540,Persist Hyperplas Thymus,9,01jan1991,,20,No,Yes,2010
2541,Abscess Of Thymus,9,01jan1991,,20,No,Yes,2010
2548,Diseases Of Thymus Nec,9,01jan1991,,20,No,Yes,2010
2549,Disease Of Thymus Nos,9,01jan1991,,20,No,Yes,2010
255,Adrenal Gland Disorders*,9,01jan1991,,20,No,No,2010
2550,Cushing'S Syndrome,9,01jan1991,,20,No,Yes,2010
2551,Hyperaldosteronism,9,01jan1991,,20,No,No,2010
25510,Primary Aldosteronism,9,01oct2003,,20,No,Yes,2010
25511,Glucrtcod-Rem Aldsternsm,9,01oct2003,,20,No,Yes,2010
25512,Conn'S Syndrome,9,01oct2003,,20,No,Yes,2010
25513,Bartter'S Syndrome,9,01oct2003,,20,No,Yes,2010
25514,Secondry Aldosternsm Nec,9,01oct2003,,20,No,Yes,2010
2552,Adrenogenital Disorders,9,01jan1991,,20,No,Yes,2010
2553,Corticoadren Overact Nec,9,01jan1991,,20,No,Yes,2010
2554,Corticoadrenal Insuffic,9,01jan1991,,20,No,No,2010
25541,GLUCOCORTICOID DEFICIENT,9,01oct2007,,20,No,Yes,2010
