"icd","icddesc","icdvers","icddate","hcc","rxhcc","inhcc","inrxhcc","year"
"2082","Subacute Leukemia Nos*",9,1/1/1991,"9","10","Yes","Yes",2008
"20820","Sbac Leuk Uns Cl W/O Rms",9,1/1/1991,"9","10","Yes","Yes",2008
"20821","Sbac Leuk Uns Cl W Rmson",9,1/1/1991,"9","10","Yes","Yes",2008
"20822","SBAC LEU UNS CL-RELAPSE",9,10/1/2008,"9","10","Yes","Yes",2008
"2088","Leukemia-Unspec Cell Nec*",9,1/1/1991,"9","10","Yes","Yes",2008
"20880","Oth Leuk Uns Cl W/O Rmsn",9,1/1/1991,"9","10","Yes","Yes",2008
"20881","Oth Leuk Uns Cl W Rmson",9,1/1/1991,"9","10","Yes","Yes",2008
"20882","OTH LEUK UNS CL-RELAPSE",9,10/1/2008,"9","10","Yes","Yes",2008
"2089","Leukemia-Unspec Cell Nos*",9,1/1/1991,"9","10","Yes","Yes",2008
"20890","Leukemia Nos W/O Remsion",9,1/1/1991,"9","10","Yes","Yes",2008
"20891","Leukemia Nos W Remission",9,1/1/1991,"9","10","Yes","Yes",2008
"20892","LEUKEMIA NOS IN RELAPSE",9,10/1/2008,"9","10","Yes","Yes",2008
"20900","MAL CRCNOID SM INTST NOS",9,10/1/2008,"10","10","Yes","No",2008
"20901","MALIG CARCINOID DUODENUM",9,10/1/2008,"10","10","Yes","No",2008
"20902","MALIG CARCINOID JEJUNUM",9,10/1/2008,"10","10","Yes","No",2008
"20903","MALIG CARCINOID ILEUM",9,10/1/2008,"10","10","Yes","No",2008
"20910","MAL CRCNOID LG INTST NOS",9,10/1/2008,"10","10","Yes","No",2008
"20911","MALIG CARCINOID APPENDIX",9,10/1/2008,"10","10","Yes","No",2008
"20912","MALIG CARCINOID CECUM",9,10/1/2008,"10","10","Yes","No",2008
"20913","MAL CRCNOID ASCEND COLON",9,10/1/2008,"10","10","Yes","No",2008
"20914","MAL CRCNOID TRANSV COLON",9,10/1/2008,"10","10","Yes","No",2008
"20915","MAL CARCINOID DESC COLON",9,10/1/2008,"10","10","Yes","No",2008
"20916","MAL CARCINOID SIG COLON",9,10/1/2008,"10","10","Yes","No",2008
"20917","MALIG CARCINOID RECTUM",9,10/1/2008,"10","10","Yes","No",2008
"20920","MAL CRCND PRIM SITE UNKN",9,10/1/2008,"10","10","Yes","No",2008
"20921","MAL CARCINOID BRONC/LUNG",9,10/1/2008,"10","10","Yes","No",2008
"20922","MALIG CARCINOID THYMUS",9,10/1/2008,"10","10","Yes","No",2008
"20923","MALIG CARCINOID STOMACH",9,10/1/2008,"10","10","Yes","No",2008
"20924","MALIG CARCINOID KIDNEY",9,10/1/2008,"10","10","Yes","No",2008
"20925","MAL CARCNOID FOREGUT NOS",9,10/1/2008,"10","10","Yes","No",2008
"20926","MAL CARCINOID MIDGUT NOS",9,10/1/2008,"10","10","Yes","No",2008
"20927","MAL CARCNOID HINDGUT NOS",9,10/1/2008,"10","10","Yes","No",2008
"20929","MALIG CARCINOID OTH SITE",9,10/1/2008,"10","10","Yes","No",2008
"20930","MALIG NEUROENDO CA NOS",9,10/1/2008,"10","10","Yes","No",2008
"20931","Merkel cell ca-face",9,10/1/2009,"10","10","No","No",2008
"20932","Merkel cell ca-sclp/neck",9,10/1/2009,"10","10","No","No",2008
"20933","Merkel cell ca-up limb",9,10/1/2009,"10","10","No","No",2008
"20934","Merkel cell ca-low limb",9,10/1/2009,"10","10","No","No",2008
"20935","Merkel cell ca-trunk",9,10/1/2009,"10","10","No","No",2008
"20936","Merkel cell ca-oth sites",9,10/1/2009,"10","10","No","No",2008
"20970","Sec neuroendo tumor NOS",9,10/1/2009,"7","9","No","No",2008
"20971","Sec neuroend tu dist lym",9,10/1/2009,"7","9","No","No",2008
"20972","Sec neuroend tumor-liver",9,10/1/2009,"7","9","No","No",2008
"20973","Sec neuroendo tumor-bone",9,10/1/2009,"7","9","No","No",2008
"20974","Sec neuroendo tu-periton",9,10/1/2009,"7","9","No","No",2008
"20975","Secondary Merkel cell ca",9,10/1/2009,"7","9","No","No",2008
"20979","Sec neuroend tu oth site",9,10/1/2009,"7","9","No","No",2008
"225","Benign Neo Nervous Syst*",9,1/1/1991,"10",,"Yes","No",2008
"2250","Benign Neoplasm Brain",9,1/1/1991,"10",,"Yes","No",2008
"2251","Benign Neo Cranial Nerve",9,1/1/1991,"10",,"Yes","No",2008
"2252","Ben Neo Cerebr Meninges",9,1/1/1991,"10",,"Yes","No",2008
"2253","Benign Neo Spinal Cord",9,1/1/1991,"10",,"Yes","No",2008
"2254","Ben Neo Spinal Meninges",9,1/1/1991,"10",,"Yes","No",2008
"2258","Benign Neo Nerv Sys Nec",9,1/1/1991,"10",,"Yes","No",2008
"2259","Benign Neo Nerv Sys Nos",9,1/1/1991,"10",,"Yes","No",2008
"2273","Benign Neo Pituitary",9,1/1/1991,"10",,"Yes","No",2008
"2274","Ben Neopl Pineal Gland",9,1/1/1991,"10",,"Yes","No",2008
"22802","Hemangioma Intracranial",9,1/1/1991,"10",,"Yes","No",2008
"2370","Unc Behav Neo Pituitary",9,1/1/1991,"10",,"Yes","No",2008
"2371","Unc Behav Neo Pineal",9,1/1/1991,"10",,"Yes","No",2008
"2373","Unc Behav Neo Paragang",9,1/1/1991,"10",,"Yes","No",2008
"2375","Unc Beh Neo Brain/Spinal",9,1/1/1991,"10",,"Yes","No",2008
"2376","Unc Behav Neo Meninges",9,1/1/1991,"10",,"Yes","No",2008
"2377","Neurofibromatosis*",9,1/1/1991,"10",,"Yes","No",2008
"23770","Neurofibromatosis Nos",9,1/1/1991,"10",,"Yes","No",2008
"23771","Neurofibromatosis Type I",9,1/1/1991,"10",,"Yes","No",2008
"23772","Neurofibromatosis Typ Ii",9,1/1/1991,"10",,"Yes","No",2008
"2379","Unc Beh Neo Nerv Sys Nec",9,1/1/1991,"10",,"Yes","No",2008
"2384","Polycythemia Vera",9,1/1/1991,,"54","No","Yes",2008
"2387","Lymphoproliferat Dis Nos",9,1/1/1991,"44","51","Yes","Yes",2008
"23871","Essential thrombocythemia",9,10/1/2006,,"55","No","Yes",2008
"23872","Low grade myelodysplastic",9,10/1/2006,"44","51","Yes","Yes",2008
"23873","High grade myelodysplasti",9,10/1/2006,"44","51","Yes","Yes",2008
"23874","Myelodysplastic syndrome",9,10/1/2006,"44","51","Yes","Yes",2008
"23875","Myelodysplastic syndrome,",9,10/1/2006,"44","51","Yes","Yes",2008
"23876","Myelofibrosis with myeloi",9,10/1/2006,,"51","No","Yes",2008
"23879","Other lymphatic and hemat",9,10/1/2006,,"51","No","Yes",2008
"2396","Brain Neoplasm Nos",9,1/1/1991,"10",,"Yes","No",2008
"240","Goiter, Simple/Nos*",9,1/1/1991,,"21","No","Yes",2008
"2400","Simple Goiter",9,1/1/1991,,"21","No","Yes",2008
"2409","Goiter Nos",9,1/1/1991,,"21","No","Yes",2008
"241","Nontoxic Nodular Goiter*",9,1/1/1991,,"21","No","Yes",2008
"2410","Nontox Uninodular Goiter",9,1/1/1991,,"21","No","Yes",2008
"2411","Nontox Multinodul Goiter",9,1/1/1991,,"21","No","Yes",2008
"2419","Nontox Nodul Goiter Nos",9,1/1/1991,,"21","No","Yes",2008
"242","Thyrotoxicosis*",9,1/1/1991,,"21","No","Yes",2008
"2420","Toxic Diffuse Goiter*",9,1/1/1991,,"21","No","Yes",2008
"24200","Tox Dif Goiter No Crisis",9,1/1/1991,,"21","No","Yes",2008
"24201","Tox Dif Goiter W Crisis",9,1/1/1991,,"21","No","Yes",2008
"2421","Toxic Uninodular Goiter*",9,1/1/1991,,"21","No","Yes",2008
"24210","Tox Uninod Goit No Cris",9,1/1/1991,,"21","No","Yes",2008
"24211","Tox Uninod Goit W Crisis",9,1/1/1991,,"21","No","Yes",2008
"2422","Toxic Multinodul Goiter*",9,1/1/1991,,"21","No","Yes",2008
"24220","Tox Multnod Goit No Cris",9,1/1/1991,,"21","No","Yes",2008
"24221","Tox Multnod Goit W Cris",9,1/1/1991,,"21","No","Yes",2008
"2423","Toxic Nodular Goiter Nos*",9,1/1/1991,,"21","No","Yes",2008
"24230","Tox Nod Goiter No Crisis",9,1/1/1991,,"21","No","Yes",2008
"24231","Tox Nod Goiter W Crisis",9,1/1/1991,,"21","No","Yes",2008
"2424","Thyrotox D/T Ectop Nodul*",9,1/1/1991,,"21","No","Yes",2008
"24240","Thyrotox-Ect Nod No Cris",9,1/1/1991,,"21","No","Yes",2008
"24241","Thyrotox-Ect Nod W Cris",9,1/1/1991,,"21","No","Yes",2008
"2428","Thyrotox Spec Origin Nec*",9,1/1/1991,,"21","No","Yes",2008
"24280","Thyrtox Orig Nec No Cris",9,1/1/1991,,"21","No","Yes",2008
"24281","Thyrotox Orig Nec W Cris",9,1/1/1991,,"21","No","Yes",2008
"2429","Thyrotoxicosis Nos*",9,1/1/1991,,"21","No","Yes",2008
"24290","Thyrotox Nos No Crisis",9,1/1/1991,,"21","No","Yes",2008
"24291","Thyrotox Nos W Crisis",9,1/1/1991,,"21","No","Yes",2008
"243","Congenital Hypothyroidsm",9,1/1/1991,,"21","No","Yes",2008
"244","Acquired Hypothyroidism*",9,1/1/1991,,"21","No","Yes",2008
"2440","Postsurgical Hypothyroid",9,1/1/1991,,"21","No","Yes",2008
"2441","Postablat Hypothyr Nec",9,1/1/1991,,"21","No","Yes",2008
"2442","Iodine Hypothyroidism",9,1/1/1991,,"21","No","Yes",2008
"2443","Iatrogen Hypothyroid Nec",9,1/1/1991,,"21","No","Yes",2008
"2448","Acquired Hypothyroid Nec",9,1/1/1991,,"21","No","Yes",2008
"2449","Hypothyroidism Nos",9,1/1/1991,,"21","No","Yes",2008
"245","Thyroiditis*",9,1/1/1991,,"21","No","Yes",2008
"2450","Acute Thyroiditis",9,1/1/1991,,"21","No","Yes",2008
"2451","Subacute Thyroiditis",9,1/1/1991,,"21","No","Yes",2008
"2452","Chr Lymphocyt Thyroidit",9,1/1/1991,,"21","No","Yes",2008
"2453","Chr Fibrous Thyroiditis",9,1/1/1991,,"21","No","Yes",2008
"2454","Iatrogenic Thyroiditis",9,1/1/1991,,"21","No","Yes",2008
"2458","Chr Thyroiditis Nec/Nos",9,1/1/1991,,"21","No","Yes",2008
"2459","Thyroiditis Nos",9,1/1/1991,,"21","No","Yes",2008
"246","Oth Disorders Of Thyroid*",9,1/1/1991,,"21","No","Yes",2008
"2460","Dis Thyrocalciton Secret",9,1/1/1991,,"21","No","Yes",2008
"2461","Dyshormonogenic Goiter",9,1/1/1991,,"21","No","Yes",2008
"2462","Cyst Of Thyroid",9,1/1/1991,,"21","No","Yes",2008
"2463","Hemorr/Infarc Thyroid",9,1/1/1991,,"21","No","Yes",2008
"2468","Disorders Of Thyroid Nec",9,1/1/1991,,"21","No","Yes",2008
"2469","Disorder Of Thyroid Nos",9,1/1/1991,,"21","No","Yes",2008
"24900","SEC DM WO CMP NT ST UNCN",9,10/1/2008,"19","18","Yes","Yes",2008
"24901","SEC DM WO COMP UNCONTRLD",9,10/1/2008,"19","18","Yes","Yes",2008
"24910","SEC DM KETO NT ST UNCNTR",9,10/1/2008,"17","17","Yes","Yes",2008
"24911","SEC DM KETOACD UNCNTRLD",9,10/1/2008,"17","17","Yes","Yes",2008
"24920","SEC DM HPROS NT ST UNCNR",9,10/1/2008,"17","17","Yes","Yes",2008
"24921","SEC DM HPROSMLR UNCNTRLD",9,10/1/2008,"17","17","Yes","Yes",2008
"24930","SEC DM OT CMA NT ST UNCN",9,10/1/2008,"17","17","Yes","Yes",2008
"24931","SEC DM OTH COMA UNCNTRLD",9,10/1/2008,"17","17","Yes","Yes",2008
"24940","SEC DM RENL NT ST UNCNTR",9,10/1/2008,"15","17","Yes","Yes",2008
"24941","SEC DM RENAL UNCONTRLD",9,10/1/2008,"15","17","Yes","Yes",2008
"24950","SEC DM OPHTH NT ST UNCN",9,10/1/2008,"18","17","Yes","Yes",2008
"24951","SEC DM OPHTH UNCONTRLD",9,10/1/2008,"18","17","Yes","Yes",2008
"24960","SEC DM NEURO NT ST UNCN",9,10/1/2008,"16","17","Yes","Yes",2008
"24961","SEC DM NEURO UNCONTRLD",9,10/1/2008,"16","17","Yes","Yes",2008
"24970","SEC DM CIRC NT ST UNCNTR",9,10/1/2008,"15","17","Yes","Yes",2008
"24971","SEC DM CIRC UNCONTRLD",9,10/1/2008,"15","17","Yes","Yes",2008
"24980","SEC DM OTH NT ST UNCONTR",9,10/1/2008,"16","17","Yes","Yes",2008
"24981","SEC DM OTHER UNCONTRLD",9,10/1/2008,"16","17","Yes","Yes",2008
"24990","SEC DM UNSP NT ST UNCON",9,10/1/2008,"18","17","Yes","Yes",2008
"24991","SEC DM UNSP UNCONTROLD",9,10/1/2008,"18","17","Yes","Yes",2008
"250","Diabetes Mellitus*",9,1/1/1991,"19","18","Yes","Yes",2008
"2500","Diabetes Mellitus Uncomp*",9,1/1/1991,"19","18","Yes","Yes",2008
"25000","Dmii Wo Cmp Nt St Uncntr",9,1/1/1991,"19","18","Yes","Yes",2008
"25001","Dmi Wo Cmp Nt St Uncntrl",9,1/1/1991,"19","18","Yes","Yes",2008
"25002","Dmii Wo Cmp Uncntrld",9,1/1/1991,"19","18","Yes","Yes",2008
"25003","Dmi Wo Cmp Uncntrld",9,1/1/1991,"19","18","Yes","Yes",2008
"2501","Diabetes W Ketoacidosis*",9,1/1/1991,"17","17","Yes","Yes",2008
"25010","Dmii Keto Nt St Uncntrld",9,1/1/1991,"17","17","Yes","Yes",2008
"25011","Dmi Keto Nt St Uncntrld",9,1/1/1991,"17","17","Yes","Yes",2008
"25012","Dmii Ketoacd Uncontrold",9,1/1/1991,"17","17","Yes","Yes",2008
"25013","Dmi Ketoacd Uncontrold",9,1/1/1991,"17","17","Yes","Yes",2008
"2502","Diab W Hyperosmolar Coma*",9,1/1/1991,"17","17","Yes","Yes",2008
"25020","Dmii Hprsm Nt St Uncntrl",9,1/1/1991,"17","17","Yes","Yes",2008
"25021","Dmi Hprsm Nt St Uncntrld",9,1/1/1991,"17","17","Yes","Yes",2008
"25022","Dmii Hprosmlr Uncontrold",9,1/1/1991,"17","17","Yes","Yes",2008
"25023","Dmi Hprosmlr Uncontrold",9,1/1/1991,"17","17","Yes","Yes",2008
"2503","Diabetes With Coma Nec*",9,1/1/1991,"17","17","Yes","Yes",2008
"25030","Dmii O Cm Nt St Uncntrld",9,1/1/1991,"17","17","Yes","Yes",2008
"25031","Dmi O Cm Nt St Uncntrld",9,1/1/1991,"17","17","Yes","Yes",2008
"25032","Dmii Oth Coma Uncontrold",9,1/1/1991,"17","17","Yes","Yes",2008
"25033","Dmi Oth Coma Uncontrold",9,1/1/1991,"17","17","Yes","Yes",2008
"2504","Diab W Renal Manifest*",9,1/1/1991,"15","17","Yes","Yes",2008
"25040","Dmii Renl Nt St Uncntrld",9,1/1/1991,"15","17","Yes","Yes",2008
"25041","Dmi Renl Nt St Uncntrld",9,1/1/1991,"15","17","Yes","Yes",2008
"25042","Dmii Renal Uncntrld",9,1/1/1991,"15","17","Yes","Yes",2008
"25043","Dmi Renal Uncntrld",9,1/1/1991,"15","17","Yes","Yes",2008
"2505","Diab W Ophthalmic Manif*",9,1/1/1991,"18","17","Yes","Yes",2008
"25050","Dmii Ophth Nt St Uncntrl",9,1/1/1991,"18","17","Yes","Yes",2008
"25051","Dmi Ophth Nt St Uncntrld",9,1/1/1991,"18","17","Yes","Yes",2008
"25052","Dmii Ophth Uncntrld",9,1/1/1991,"18","17","Yes","Yes",2008
"25053","Dmi Ophth Uncntrld",9,1/1/1991,"18","17","Yes","Yes",2008
"2506","Diab W Neurologic Manif*",9,1/1/1991,"16","17","Yes","Yes",2008
"25060","Dmii Neuro Nt St Uncntrl",9,1/1/1991,"16","17","Yes","Yes",2008
"25061","Dmi Neuro Nt St Uncntrld",9,1/1/1991,"16","17","Yes","Yes",2008
"25062","Dmii Neuro Uncntrld",9,1/1/1991,"16","17","Yes","Yes",2008
"25063","Dmi Neuro Uncntrld",9,1/1/1991,"16","17","Yes","Yes",2008
"2507","Diabetes W Circulat Dis*",9,1/1/1991,"15","17","Yes","Yes",2008
"25070","Dmii Circ Nt St Uncntrld",9,1/1/1991,"15","17","Yes","Yes",2008
"25071","Dmi Circ Nt St Uncntrld",9,1/1/1991,"15","17","Yes","Yes",2008
"25072","Dmii Circ Uncntrld",9,1/1/1991,"15","17","Yes","Yes",2008
"25073","Dmi Circ Uncntrld",9,1/1/1991,"15","17","Yes","Yes",2008
"2508","Diabetes W Manifest Nec*",9,1/1/1991,"16","17","Yes","Yes",2008
"25080","Dmii Oth Nt St Uncntrld",9,1/1/1991,"16","17","Yes","Yes",2008
"25081","Dmi Oth Nt St Uncntrld",9,1/1/1991,"16","17","Yes","Yes",2008
"25082","Dmii Oth Uncntrld",9,1/1/1991,"16","17","Yes","Yes",2008
"25083","Dmi Oth Uncntrld",9,1/1/1991,"16","17","Yes","Yes",2008
"2509","Diabetes W Complic Nos*",9,1/1/1991,"18","17","Yes","Yes",2008
"25090","Dmii Unspf Nt St Uncntrl",9,1/1/1991,"18","17","Yes","Yes",2008
"25091","Dmi Unspf Nt St Uncntrld",9,1/1/1991,"18","17","Yes","Yes",2008
"25092","Dmii Unspf Uncntrld",9,1/1/1991,"18","17","Yes","Yes",2008
"25093","Dmi Unspf Uncntrld",9,1/1/1991,"18","17","Yes","Yes",2008
"2510","Hypoglycemic Coma",9,1/1/1991,,"20","No","Yes",2008
"2514","Abn Secretion Glucagon",9,1/1/1991,"32","31","Yes","Yes",2008
"2515","Abnorm Secretion Gastrin",9,1/1/1991,"32","31","Yes","Yes",2008
"2518","Pancreatic Disorder Nec",9,1/1/1991,"32","31","Yes","Yes",2008
"2519","Pancreatic Disorder Nos",9,1/1/1991,"32","31","Yes","Yes",2008
"252","Parathyroid Disorder*",9,1/1/1991,,"20","No","Yes",2008
"2520","Hyperparathyroidism",9,1/1/1991,,"20","No","Yes",2008
"25200","Hyperparathyroidism Nos",9,10/1/2004,,"20","No","Yes",2008
"25201","Primary Hyperparathyroid",9,10/1/2004,,"20","No","Yes",2008
"25202","Sec Hyprprthyrd Nonrenal",9,10/1/2004,,"20","No","Yes",2008
"25208","Hyperparathyroidism Nec",9,10/1/2004,,"20","No","Yes",2008
"2521","Hypoparathyroidism",9,1/1/1991,,"20","No","Yes",2008
"2528","Parathyroid Disorder Nec",9,1/1/1991,,"20","No","Yes",2008
"2529","Parathyroid Disorder Nos",9,1/1/1991,,"20","No","Yes",2008
"253","Pituitary/Hypothalm Dis*",9,1/1/1991,,"20","No","Yes",2008
"2530","Acromegaly And Gigantism",9,1/1/1991,,"20","No","Yes",2008
"2531","Ant Pituit Hyperfunc Nec",9,1/1/1991,,"20","No","Yes",2008
"2532","Panhypopituitarism",9,1/1/1991,,"20","No","Yes",2008
"2533","Pituitary Dwarfism",9,1/1/1991,,"20","No","Yes",2008
"2534","Anter Pituitary Dis Nec",9,1/1/1991,,"20","No","Yes",2008
"2535","Diabetes Insipidus",9,1/1/1991,,"20","No","Yes",2008
"2536","Neurohypophysis Dis Nec",9,1/1/1991,,"20","No","Yes",2008
"2537","Iatrogenic Pituitary Dis",9,1/1/1991,,"20","No","Yes",2008
"2538","Pituitary Disorder Nec",9,1/1/1991,,"20","No","Yes",2008
"2539","Pituitary Disorder Nos",9,1/1/1991,,"20","No","Yes",2008
"254","Diseases Of Thymus Gland*",9,1/1/1991,,"20","No","Yes",2008
"2540","Persist Hyperplas Thymus",9,1/1/1991,,"20","No","Yes",2008
"2541","Abscess Of Thymus",9,1/1/1991,,"20","No","Yes",2008
"2548","Diseases Of Thymus Nec",9,1/1/1991,,"20","No","Yes",2008
"2549","Disease Of Thymus Nos",9,1/1/1991,,"20","No","Yes",2008
"255","Adrenal Gland Disorders*",9,1/1/1991,,"20","No","Yes",2008
"2550","Cushing'S Syndrome",9,1/1/1991,,"20","No","Yes",2008
"2551","Hyperaldosteronism",9,1/1/1991,,"20","No","Yes",2008
"25510","Primary Aldosteronism",9,10/1/2003,,"20","No","Yes",2008
"25511","Glucrtcod-Rem Aldsternsm",9,10/1/2003,,"20","No","Yes",2008
"25512","Conn'S Syndrome",9,10/1/2003,,"20","No","Yes",2008
"25513","Bartter'S Syndrome",9,10/1/2003,,"20","No","Yes",2008
"25514","Secondry Aldosternsm Nec",9,10/1/2003,,"20","No","Yes",2008
"2552","Adrenogenital Disorders",9,1/1/1991,,"20","No","Yes",2008
"2553","Corticoadren Overact Nec",9,1/1/1991,,"20","No","Yes",2008
"2554","Corticoadrenal Insuffic",9,1/1/1991,,"20","No","Yes",2008
"25541","GLUCOCORTICOID DEFICIENT",9,10/1/2007,,"20","No","Yes",2008
"25542","MINERALCORTICOID DEFCNT",9,10/1/2007,,"20","No","Yes",2008
"2555","Adrenal Hypofunction Nec",9,1/1/1991,,"20","No","Yes",2008
"2556","Medulloadrenal Hyperfunc",9,1/1/1991,,"20","No","Yes",2008
"2558","Adrenal Disorder Nec",9,1/1/1991,,"20","No","Yes",2008
"2559","Adrenal Disorder Nos",9,1/1/1991,,"20","No","Yes",2008
"256","Ovarian Dysfunction*",9,1/1/1991,,"21","No","Yes",2008
"2560","Hyperestrogenism",9,1/1/1991,,"21","No","Yes",2008
"2561","Ovarian Hyperfunc Nec",9,1/1/1991,,"21","No","Yes",2008
"2562","Postablativ Ovarian Fail",9,1/1/1991,,"21","No","Yes",2008
"2563","Ovarian Failure Nec*",9,1/1/1991,,"21","No","Yes",2008
"25631","Premature Menopause",9,10/1/2002,,"21","No","Yes",2008
"25639","Ovarian Failure Nec",9,10/1/2002,,"21","No","Yes",2008
"2564","Polycystic Ovaries",9,1/1/1991,,"21","No","Yes",2008
"2568","Ovarian Dysfunction Nec",9,1/1/1991,,"21","No","Yes",2008
"2569","Ovarian Dysfunction Nos",9,1/1/1991,,"21","No","Yes",2008
"257","Testicular Dysfunction*",9,1/1/1991,,"20","No","Yes",2008
"2570","Testicular Hyperfunction",9,1/1/1991,,"20","No","Yes",2008
"2571","Postablat Testic Hypofun",9,1/1/1991,,"20","No","Yes",2008
"2572","Testicular Hypofunc Nec",9,1/1/1991,,"20","No","Yes",2008
"2578","Testicular Dysfunct Nec",9,1/1/1991,,"20","No","Yes",2008
"2579","Testicular Dysfunct Nos",9,1/1/1991,,"20","No","Yes",2008
"258","Polyglandular Dysfunct*",9,1/1/1991,,"20","No","Yes",2008
"2580","Wermer'S Syndrome",9,1/1/1991,,"20","No","Yes",2008
"25801","MULT ENDO NEOPLAS TYPE I",9,10/1/2007,,"20","No","Yes",2008
"25802","MULT ENDO NEOP TYPE IIA",9,10/1/2007,,"20","No","Yes",2008
"25803","MULT ENDO NEOP TYPE IIB",9,10/1/2007,,"20","No","Yes",2008
"2581","Comb Endocr Dysfunct Nec",9,1/1/1991,,"20","No","Yes",2008
"2588","Polyglandul Dysfunc Nec",9,1/1/1991,,"20","No","Yes",2008
"2589","Polyglandul Dysfunc Nos",9,1/1/1991,,"20","No","Yes",2008
"2592","Carcinoid Syndrome",9,1/1/1991,"10","10","Yes","Yes",2008
"260","Kwashiorkor",9,1/1/1991,"21",,"Yes","No",2008
"261","Nutritional Marasmus",9,1/1/1991,"21",,"Yes","No",2008
"262","Oth Severe Malnutrition",9,1/1/1991,"21",,"Yes","No",2008
"263","Prot-Cal Malnutr Nec/Nos*",9,1/1/1991,"21",,"Yes","No",2008
"2630","Malnutrition Mod Degree",9,1/1/1991,"21",,"Yes","No",2008
"2631","Malnutrition Mild Degree",9,1/1/1991,"21",,"Yes","No",2008
"2632","Arrest Devel D/T Malnutr",9,1/1/1991,"21",,"Yes","No",2008
"2638","Protein-Cal Malnutr Nec",9,1/1/1991,"21",,"Yes","No",2008
"2639","Protein-Cal Malnutr Nos",9,1/1/1991,"21",,"Yes","No",2008
"270","Dis Amin-Acid Metabolism*",9,1/1/1991,,"20","No","Yes",2008
"2700","Amino-Acid Transport Dis",9,1/1/1991,,"20","No","Yes",2008
"2701","Phenylketonuria - Pku",9,1/1/1991,,"20","No","Yes",2008
"2702","Arom Amin-Acid Metab Nec",9,1/1/1991,,"20","No","Yes",2008
"2703","Bran-Chain Amin-Acid Dis",9,1/1/1991,,"20","No","Yes",2008
"2704","Sulph Amino-Acid Met Dis",9,1/1/1991,,"20","No","Yes",2008
"2705","Dis Histidine Metabolism",9,1/1/1991,,"20","No","Yes",2008
"2706","Dis Urea Cycle Metabol",9,1/1/1991,,"20","No","Yes",2008
"2707","Straig Amin-Acid Met Nec",9,1/1/1991,,"20","No","Yes",2008
"2708","Dis Amino-Acid Metab Nec",9,1/1/1991,,"20","No","Yes",2008
"2709","Dis Amino-Acid Metab Nos",9,1/1/1991,,"20","No","Yes",2008
"2710","Glycogenosis",9,1/1/1991,,"20","No","Yes",2008
"2711","Galactosemia",9,1/1/1991,,"20","No","Yes",2008
"2714","Renal Glycosuria",9,1/1/1991,,"20","No","Yes",2008
"2718","Dis Carbohydr Metab Nec",9,1/1/1991,,"20","No","Yes",2008
"2719","Dis Carbohydr Metab Nos",9,1/1/1991,,"20","No","Yes",2008
"272","Dis Of Lipoid Metabolism*",9,1/1/1991,,"19","No","Yes",2008
"2720","Pure Hypercholesterolem",9,1/1/1991,,"19","No","Yes",2008
"2721","Pure Hyperglyceridemia",9,1/1/1991,,"19","No","Yes",2008
"2722","Mixed Hyperlipidemia",9,1/1/1991,,"19","No","Yes",2008
"2723","Hyperchylomicronemia",9,1/1/1991,,"19","No","Yes",2008
"2724","Hyperlipidemia Nec/Nos",9,1/1/1991,,"19","No","Yes",2008
"2725","Lipoprotein Deficiencies",9,1/1/1991,,"19","No","Yes",2008
"2726","Lipodystrophy",9,1/1/1991,,"19","No","Yes",2008
"2727","Lipidoses",9,1/1/1991,,"20","No","Yes",2008
"2728","Lipoid Metabol Dis Nec",9,1/1/1991,,"19","No","Yes",2008
"2729","Lipoid Metabol Dis Nos",9,1/1/1991,,"19","No","Yes",2008
"2732","Paraproteinemia Nec",9,1/1/1991,,"20","No","Yes",2008
"2733","Macroglobulinemia",9,1/1/1991,,"20","No","Yes",2008
"2734","Alpha-1-Antitrypsin Def",9,10/1/2004,,"20","No","Yes",2008
"274","Gout*",9,1/1/1991,,"48","No","Yes",2008
"2740","Gouty Arthropathy",9,1/1/1991,,"48","No","Yes",2008
"27400","Gouty arthropathy NOS",9,10/1/2009,"43","48","No","No",2008
"27401","Acute gouty arthropathy",9,10/1/2009,"43","48","No","No",2008
"27402","Chr gouty atrph wo tophi",9,10/1/2009,"43","48","No","No",2008
"27403","Chr gouty atroph w tophi",9,10/1/2009,"43","48","No","No",2008
"2741","Gouty Nephropathy*",9,1/1/1991,,"48","No","Yes",2008
"27410","Gouty Nephropathy Nos",9,1/1/1991,,"48","No","Yes",2008
"27411","Uric Acid Nephrolithias",9,1/1/1991,,"48","No","Yes",2008
"27419","Gouty Nephropathy Nec",9,1/1/1991,,"48","No","Yes",2008
"2748","Gout W Oth Manifestation*",9,1/1/1991,,"48","No","Yes",2008
"27481","Gouty Tophi Of Ear",9,1/1/1991,,"48","No","Yes",2008
"27482","Gouty Tophi Site Nec",9,1/1/1991,,"48","No","Yes",2008
"27489","Gout W Manifestation Nec",9,1/1/1991,,"48","No","Yes",2008
"2749","Gout Nos",9,1/1/1991,,"48","No","Yes",2008
"275","Dis Mineral Metabolism*",9,1/1/1991,,"21","No","Yes",2008
"2750","Dis Iron Metabolism",9,1/1/1991,,"20","No","Yes",2008
"2751","Dis Copper Metabolism",9,1/1/1991,,"20","No","Yes",2008
"2752","Dis Magnesium Metabolism",9,1/1/1991,,"21","No","Yes",2008
"2753","Dis Phosphorus Metabol",9,1/1/1991,,"20","No","Yes",2008
