"icd","icddesc","icdvers","icddate","hcc","rxhcc","inhcc","inrxhcc","year"
"2396","Brain Neoplasm Nos",9,1/1/1991,"10",,"Yes","No",2009
"240","Goiter, Simple/Nos*",9,1/1/1991,,"21","No","No",2009
"2400","Simple Goiter",9,1/1/1991,,"21","No","Yes",2009
"2409","Goiter Nos",9,1/1/1991,,"21","No","Yes",2009
"241","Nontoxic Nodular Goiter*",9,1/1/1991,,"21","No","No",2009
"2410","Nontox Uninodular Goiter",9,1/1/1991,,"21","No","Yes",2009
"2411","Nontox Multinodul Goiter",9,1/1/1991,,"21","No","Yes",2009
"2419","Nontox Nodul Goiter Nos",9,1/1/1991,,"21","No","Yes",2009
"242","Thyrotoxicosis*",9,1/1/1991,,"21","No","No",2009
"2420","Toxic Diffuse Goiter*",9,1/1/1991,,"21","No","No",2009
"24200","Tox Dif Goiter No Crisis",9,1/1/1991,,"21","No","Yes",2009
"24201","Tox Dif Goiter W Crisis",9,1/1/1991,,"21","No","Yes",2009
"2421","Toxic Uninodular Goiter*",9,1/1/1991,,"21","No","No",2009
"24210","Tox Uninod Goit No Cris",9,1/1/1991,,"21","No","Yes",2009
"24211","Tox Uninod Goit W Crisis",9,1/1/1991,,"21","No","Yes",2009
"2422","Toxic Multinodul Goiter*",9,1/1/1991,,"21","No","No",2009
"24220","Tox Multnod Goit No Cris",9,1/1/1991,,"21","No","Yes",2009
"24221","Tox Multnod Goit W Cris",9,1/1/1991,,"21","No","Yes",2009
"2423","Toxic Nodular Goiter Nos*",9,1/1/1991,,"21","No","No",2009
"24230","Tox Nod Goiter No Crisis",9,1/1/1991,,"21","No","Yes",2009
"24231","Tox Nod Goiter W Crisis",9,1/1/1991,,"21","No","Yes",2009
"2424","Thyrotox D/T Ectop Nodul*",9,1/1/1991,,"21","No","No",2009
"24240","Thyrotox-Ect Nod No Cris",9,1/1/1991,,"21","No","Yes",2009
"24241","Thyrotox-Ect Nod W Cris",9,1/1/1991,,"21","No","Yes",2009
"2428","Thyrotox Spec Origin Nec*",9,1/1/1991,,"21","No","No",2009
"24280","Thyrtox Orig Nec No Cris",9,1/1/1991,,"21","No","Yes",2009
"24281","Thyrotox Orig Nec W Cris",9,1/1/1991,,"21","No","Yes",2009
"2429","Thyrotoxicosis Nos*",9,1/1/1991,,"21","No","No",2009
"24290","Thyrotox Nos No Crisis",9,1/1/1991,,"21","No","Yes",2009
"24291","Thyrotox Nos W Crisis",9,1/1/1991,,"21","No","Yes",2009
"243","Congenital Hypothyroidsm",9,1/1/1991,,"21","No","Yes",2009
"244","Acquired Hypothyroidism*",9,1/1/1991,,"21","No","No",2009
"2440","Postsurgical Hypothyroid",9,1/1/1991,,"21","No","Yes",2009
"2441","Postablat Hypothyr Nec",9,1/1/1991,,"21","No","Yes",2009
"2442","Iodine Hypothyroidism",9,1/1/1991,,"21","No","Yes",2009
"2443","Iatrogen Hypothyroid Nec",9,1/1/1991,,"21","No","Yes",2009
"2448","Acquired Hypothyroid Nec",9,1/1/1991,,"21","No","Yes",2009
"2449","Hypothyroidism Nos",9,1/1/1991,,"21","No","Yes",2009
"245","Thyroiditis*",9,1/1/1991,,"21","No","No",2009
"2450","Acute Thyroiditis",9,1/1/1991,,"21","No","Yes",2009
"2451","Subacute Thyroiditis",9,1/1/1991,,"21","No","Yes",2009
"2452","Chr Lymphocyt Thyroidit",9,1/1/1991,,"21","No","Yes",2009
"2453","Chr Fibrous Thyroiditis",9,1/1/1991,,"21","No","Yes",2009
"2454","Iatrogenic Thyroiditis",9,1/1/1991,,"21","No","Yes",2009
"2458","Chr Thyroiditis Nec/Nos",9,1/1/1991,,"21","No","Yes",2009
"2459","Thyroiditis Nos",9,1/1/1991,,"21","No","Yes",2009
"246","Oth Disorders Of Thyroid*",9,1/1/1991,,"21","No","No",2009
"2460","Dis Thyrocalciton Secret",9,1/1/1991,,"21","No","Yes",2009
"2461","Dyshormonogenic Goiter",9,1/1/1991,,"21","No","Yes",2009
"2462","Cyst Of Thyroid",9,1/1/1991,,"21","No","Yes",2009
"2463","Hemorr/Infarc Thyroid",9,1/1/1991,,"21","No","Yes",2009
"2468","Disorders Of Thyroid Nec",9,1/1/1991,,"21","No","Yes",2009
"2469","Disorder Of Thyroid Nos",9,1/1/1991,,"21","No","Yes",2009
"24900","SEC DM WO CMP NT ST UNCN",9,10/1/2008,"19","18","Yes","Yes",2009
"24901","SEC DM WO COMP UNCONTRLD",9,10/1/2008,"19","18","Yes","Yes",2009
"24910","SEC DM KETO NT ST UNCNTR",9,10/1/2008,"17","17","Yes","Yes",2009
"24911","SEC DM KETOACD UNCNTRLD",9,10/1/2008,"17","17","Yes","Yes",2009
"24920","SEC DM HPROS NT ST UNCNR",9,10/1/2008,"17","17","Yes","Yes",2009
"24921","SEC DM HPROSMLR UNCNTRLD",9,10/1/2008,"17","17","Yes","Yes",2009
"24930","SEC DM OT CMA NT ST UNCN",9,10/1/2008,"17","17","Yes","Yes",2009
"24931","SEC DM OTH COMA UNCNTRLD",9,10/1/2008,"17","17","Yes","Yes",2009
"24940","SEC DM RENL NT ST UNCNTR",9,10/1/2008,"15","17","Yes","Yes",2009
"24941","SEC DM RENAL UNCONTRLD",9,10/1/2008,"15","17","Yes","Yes",2009
"24950","SEC DM OPHTH NT ST UNCN",9,10/1/2008,"18","17","Yes","Yes",2009
"24951","SEC DM OPHTH UNCONTRLD",9,10/1/2008,"18","17","Yes","Yes",2009
"24960","SEC DM NEURO NT ST UNCN",9,10/1/2008,"16","17","Yes","Yes",2009
"24961","SEC DM NEURO UNCONTRLD",9,10/1/2008,"16","17","Yes","Yes",2009
"24970","SEC DM CIRC NT ST UNCNTR",9,10/1/2008,"15","17","Yes","Yes",2009
"24971","SEC DM CIRC UNCONTRLD",9,10/1/2008,"15","17","Yes","Yes",2009
"24980","SEC DM OTH NT ST UNCONTR",9,10/1/2008,"16","17","Yes","Yes",2009
"24981","SEC DM OTHER UNCONTRLD",9,10/1/2008,"16","17","Yes","Yes",2009
"24990","SEC DM UNSP NT ST UNCON",9,10/1/2008,"18","17","Yes","Yes",2009
"24991","SEC DM UNSP UNCONTROLD",9,10/1/2008,"18","17","Yes","Yes",2009
"250","Diabetes Mellitus*",9,1/1/1991,"19","18","No","No",2009
"2500","Diabetes Mellitus Uncomp*",9,1/1/1991,"19","18","No","No",2009
"25000","Dmii Wo Cmp Nt St Uncntr",9,1/1/1991,"19","18","Yes","Yes",2009
"25001","Dmi Wo Cmp Nt St Uncntrl",9,1/1/1991,"19","18","Yes","Yes",2009
"25002","Dmii Wo Cmp Uncntrld",9,1/1/1991,"19","18","Yes","Yes",2009
"25003","Dmi Wo Cmp Uncntrld",9,1/1/1991,"19","18","Yes","Yes",2009
"2501","Diabetes W Ketoacidosis*",9,1/1/1991,"17","17","No","No",2009
"25010","Dmii Keto Nt St Uncntrld",9,1/1/1991,"17","17","Yes","Yes",2009
"25011","Dmi Keto Nt St Uncntrld",9,1/1/1991,"17","17","Yes","Yes",2009
"25012","Dmii Ketoacd Uncontrold",9,1/1/1991,"17","17","Yes","Yes",2009
"25013","Dmi Ketoacd Uncontrold",9,1/1/1991,"17","17","Yes","Yes",2009
"2502","Diab W Hyperosmolar Coma*",9,1/1/1991,"17","17","No","No",2009
"25020","Dmii Hprsm Nt St Uncntrl",9,1/1/1991,"17","17","Yes","Yes",2009
"25021","Dmi Hprsm Nt St Uncntrld",9,1/1/1991,"17","17","Yes","Yes",2009
"25022","Dmii Hprosmlr Uncontrold",9,1/1/1991,"17","17","Yes","Yes",2009
"25023","Dmi Hprosmlr Uncontrold",9,1/1/1991,"17","17","Yes","Yes",2009
"2503","Diabetes With Coma Nec*",9,1/1/1991,"17","17","No","No",2009
"25030","Dmii O Cm Nt St Uncntrld",9,1/1/1991,"17","17","Yes","Yes",2009
"25031","Dmi O Cm Nt St Uncntrld",9,1/1/1991,"17","17","Yes","Yes",2009
"25032","Dmii Oth Coma Uncontrold",9,1/1/1991,"17","17","Yes","Yes",2009
"25033","Dmi Oth Coma Uncontrold",9,1/1/1991,"17","17","Yes","Yes",2009
"2504","Diab W Renal Manifest*",9,1/1/1991,"15","17","No","No",2009
"25040","Dmii Renl Nt St Uncntrld",9,1/1/1991,"15","17","Yes","Yes",2009
"25041","Dmi Renl Nt St Uncntrld",9,1/1/1991,"15","17","Yes","Yes",2009
"25042","Dmii Renal Uncntrld",9,1/1/1991,"15","17","Yes","Yes",2009
"25043","Dmi Renal Uncntrld",9,1/1/1991,"15","17","Yes","Yes",2009
"2505","Diab W Ophthalmic Manif*",9,1/1/1991,"18","17","No","No",2009
"25050","Dmii Ophth Nt St Uncntrl",9,1/1/1991,"18","17","Yes","Yes",2009
"25051","Dmi Ophth Nt St Uncntrld",9,1/1/1991,"18","17","Yes","Yes",2009
"25052","Dmii Ophth Uncntrld",9,1/1/1991,"18","17","Yes","Yes",2009
"25053","Dmi Ophth Uncntrld",9,1/1/1991,"18","17","Yes","Yes",2009
"2506","Diab W Neurologic Manif*",9,1/1/1991,"16","17","No","No",2009
"25060","Dmii Neuro Nt St Uncntrl",9,1/1/1991,"16","17","Yes","Yes",2009
"25061","Dmi Neuro Nt St Uncntrld",9,1/1/1991,"16","17","Yes","Yes",2009
"25062","Dmii Neuro Uncntrld",9,1/1/1991,"16","17","Yes","Yes",2009
"25063","Dmi Neuro Uncntrld",9,1/1/1991,"16","17","Yes","Yes",2009
"2507","Diabetes W Circulat Dis*",9,1/1/1991,"15","17","No","No",2009
"25070","Dmii Circ Nt St Uncntrld",9,1/1/1991,"15","17","Yes","Yes",2009
"25071","Dmi Circ Nt St Uncntrld",9,1/1/1991,"15","17","Yes","Yes",2009
"25072","Dmii Circ Uncntrld",9,1/1/1991,"15","17","Yes","Yes",2009
"25073","Dmi Circ Uncntrld",9,1/1/1991,"15","17","Yes","Yes",2009
"2508","Diabetes W Manifest Nec*",9,1/1/1991,"16","17","No","No",2009
"25080","Dmii Oth Nt St Uncntrld",9,1/1/1991,"16","17","Yes","Yes",2009
"25081","Dmi Oth Nt St Uncntrld",9,1/1/1991,"16","17","Yes","Yes",2009
"25082","Dmii Oth Uncntrld",9,1/1/1991,"16","17","Yes","Yes",2009
"25083","Dmi Oth Uncntrld",9,1/1/1991,"16","17","Yes","Yes",2009
"2509","Diabetes W Complic Nos*",9,1/1/1991,"18","17","No","No",2009
"25090","Dmii Unspf Nt St Uncntrl",9,1/1/1991,"18","17","Yes","Yes",2009
"25091","Dmi Unspf Nt St Uncntrld",9,1/1/1991,"18","17","Yes","Yes",2009
"25092","Dmii Unspf Uncntrld",9,1/1/1991,"18","17","Yes","Yes",2009
"25093","Dmi Unspf Uncntrld",9,1/1/1991,"18","17","Yes","Yes",2009
"2510","Hypoglycemic Coma",9,1/1/1991,,"20","No","Yes",2009
"2514","Abn Secretion Glucagon",9,1/1/1991,"32","31","Yes","Yes",2009
"2515","Abnorm Secretion Gastrin",9,1/1/1991,"32","31","Yes","Yes",2009
"2518","Pancreatic Disorder Nec",9,1/1/1991,"32","31","Yes","Yes",2009
"2519","Pancreatic Disorder Nos",9,1/1/1991,"32","31","Yes","Yes",2009
"252","Parathyroid Disorder*",9,1/1/1991,,"20","No","No",2009
"2520","Hyperparathyroidism",9,1/1/1991,,"20","No","No",2009
"25200","Hyperparathyroidism Nos",9,10/1/2004,,"20","No","Yes",2009
"25201","Primary Hyperparathyroid",9,10/1/2004,,"20","No","Yes",2009
"25202","Sec Hyprprthyrd Nonrenal",9,10/1/2004,,"20","No","Yes",2009
"25208","Hyperparathyroidism Nec",9,10/1/2004,,"20","No","Yes",2009
"2521","Hypoparathyroidism",9,1/1/1991,,"20","No","Yes",2009
"2528","Parathyroid Disorder Nec",9,1/1/1991,,"20","No","Yes",2009
"2529","Parathyroid Disorder Nos",9,1/1/1991,,"20","No","Yes",2009
"253","Pituitary/Hypothalm Dis*",9,1/1/1991,,"20","No","No",2009
"2530","Acromegaly And Gigantism",9,1/1/1991,,"20","No","Yes",2009
"2531","Ant Pituit Hyperfunc Nec",9,1/1/1991,,"20","No","Yes",2009
"2532","Panhypopituitarism",9,1/1/1991,,"20","No","Yes",2009
"2533","Pituitary Dwarfism",9,1/1/1991,,"20","No","Yes",2009
"2534","Anter Pituitary Dis Nec",9,1/1/1991,,"20","No","Yes",2009
"2535","Diabetes Insipidus",9,1/1/1991,,"20","No","Yes",2009
"2536","Neurohypophysis Dis Nec",9,1/1/1991,,"20","No","Yes",2009
"2537","Iatrogenic Pituitary Dis",9,1/1/1991,,"20","No","Yes",2009
"2538","Pituitary Disorder Nec",9,1/1/1991,,"20","No","Yes",2009
"2539","Pituitary Disorder Nos",9,1/1/1991,,"20","No","Yes",2009
"254","Diseases Of Thymus Gland*",9,1/1/1991,,"20","No","No",2009
"2540","Persist Hyperplas Thymus",9,1/1/1991,,"20","No","Yes",2009
"2541","Abscess Of Thymus",9,1/1/1991,,"20","No","Yes",2009
"2548","Diseases Of Thymus Nec",9,1/1/1991,,"20","No","Yes",2009
"2549","Disease Of Thymus Nos",9,1/1/1991,,"20","No","Yes",2009
"255","Adrenal Gland Disorders*",9,1/1/1991,,"20","No","No",2009
"2550","Cushing'S Syndrome",9,1/1/1991,,"20","No","Yes",2009
"2551","Hyperaldosteronism",9,1/1/1991,,"20","No","No",2009
"25510","Primary Aldosteronism",9,10/1/2003,,"20","No","Yes",2009
"25511","Glucrtcod-Rem Aldsternsm",9,10/1/2003,,"20","No","Yes",2009
"25512","Conn'S Syndrome",9,10/1/2003,,"20","No","Yes",2009
"25513","Bartter'S Syndrome",9,10/1/2003,,"20","No","Yes",2009
"25514","Secondry Aldosternsm Nec",9,10/1/2003,,"20","No","Yes",2009
"2552","Adrenogenital Disorders",9,1/1/1991,,"20","No","Yes",2009
"2553","Corticoadren Overact Nec",9,1/1/1991,,"20","No","Yes",2009
"2554","Corticoadrenal Insuffic",9,1/1/1991,,"20","No","No",2009
"25541","GLUCOCORTICOID DEFICIENT",9,10/1/2007,,"20","No","Yes",2009
"25542","MINERALCORTICOID DEFCNT",9,10/1/2007,,"20","No","Yes",2009
"2555","Adrenal Hypofunction Nec",9,1/1/1991,,"20","No","Yes",2009
"2556","Medulloadrenal Hyperfunc",9,1/1/1991,,"20","No","Yes",2009
"2558","Adrenal Disorder Nec",9,1/1/1991,,"20","No","Yes",2009
"2559","Adrenal Disorder Nos",9,1/1/1991,,"20","No","Yes",2009
"256","Ovarian Dysfunction*",9,1/1/1991,,"21","No","No",2009
"2560","Hyperestrogenism",9,1/1/1991,,"21","No","Yes",2009
"2561","Ovarian Hyperfunc Nec",9,1/1/1991,,"21","No","Yes",2009
"2562","Postablativ Ovarian Fail",9,1/1/1991,,"21","No","Yes",2009
"2563","Ovarian Failure Nec*",9,1/1/1991,,"21","No","No",2009
"25631","Premature Menopause",9,10/1/2002,,"21","No","Yes",2009
"25639","Ovarian Failure Nec",9,10/1/2002,,"21","No","Yes",2009
"2564","Polycystic Ovaries",9,1/1/1991,,"21","No","Yes",2009
"2568","Ovarian Dysfunction Nec",9,1/1/1991,,"21","No","Yes",2009
"2569","Ovarian Dysfunction Nos",9,1/1/1991,,"21","No","Yes",2009
"257","Testicular Dysfunction*",9,1/1/1991,,"20","No","No",2009
"2570","Testicular Hyperfunction",9,1/1/1991,,"20","No","Yes",2009
"2571","Postablat Testic Hypofun",9,1/1/1991,,"20","No","Yes",2009
"2572","Testicular Hypofunc Nec",9,1/1/1991,,"20","No","Yes",2009
"2578","Testicular Dysfunct Nec",9,1/1/1991,,"20","No","Yes",2009
"2579","Testicular Dysfunct Nos",9,1/1/1991,,"20","No","Yes",2009
"258","Polyglandular Dysfunct*",9,1/1/1991,,"20","No","No",2009
"2580","Wermer'S Syndrome",9,1/1/1991,,"20","No","No",2009
"25801","MULT ENDO NEOPLAS TYPE I",9,10/1/2007,,"20","No","Yes",2009
"25802","MULT ENDO NEOP TYPE IIA",9,10/1/2007,,"20","No","Yes",2009
"25803","MULT ENDO NEOP TYPE IIB",9,10/1/2007,,"20","No","Yes",2009
"2581","Comb Endocr Dysfunct Nec",9,1/1/1991,,"20","No","Yes",2009
"2588","Polyglandul Dysfunc Nec",9,1/1/1991,,"20","No","Yes",2009
"2589","Polyglandul Dysfunc Nos",9,1/1/1991,,"20","No","Yes",2009
"2592","Carcinoid Syndrome",9,1/1/1991,"10","10","Yes","Yes",2009
"260","Kwashiorkor",9,1/1/1991,"21",,"Yes","No",2009
"261","Nutritional Marasmus",9,1/1/1991,"21",,"Yes","No",2009
"262","Oth Severe Malnutrition",9,1/1/1991,"21",,"Yes","No",2009
"263","Prot-Cal Malnutr Nec/Nos*",9,1/1/1991,"21",,"No","No",2009
"2630","Malnutrition Mod Degree",9,1/1/1991,"21",,"Yes","No",2009
"2631","Malnutrition Mild Degree",9,1/1/1991,"21",,"Yes","No",2009
"2632","Arrest Devel D/T Malnutr",9,1/1/1991,"21",,"Yes","No",2009
"2638","Protein-Cal Malnutr Nec",9,1/1/1991,"21",,"Yes","No",2009
"2639","Protein-Cal Malnutr Nos",9,1/1/1991,"21",,"Yes","No",2009
"270","Dis Amin-Acid Metabolism*",9,1/1/1991,,"20","No","No",2009
"2700","Amino-Acid Transport Dis",9,1/1/1991,,"20","No","Yes",2009
"2701","Phenylketonuria - Pku",9,1/1/1991,,"20","No","Yes",2009
"2702","Arom Amin-Acid Metab Nec",9,1/1/1991,,"20","No","Yes",2009
"2703","Bran-Chain Amin-Acid Dis",9,1/1/1991,,"20","No","Yes",2009
"2704","Sulph Amino-Acid Met Dis",9,1/1/1991,,"20","No","Yes",2009
"2705","Dis Histidine Metabolism",9,1/1/1991,,"20","No","Yes",2009
"2706","Dis Urea Cycle Metabol",9,1/1/1991,,"20","No","Yes",2009
"2707","Straig Amin-Acid Met Nec",9,1/1/1991,,"20","No","Yes",2009
"2708","Dis Amino-Acid Metab Nec",9,1/1/1991,,"20","No","Yes",2009
"2709","Dis Amino-Acid Metab Nos",9,1/1/1991,,"20","No","Yes",2009
"2710","Glycogenosis",9,1/1/1991,,"20","No","Yes",2009
"2711","Galactosemia",9,1/1/1991,,"20","No","Yes",2009
"2714","Renal Glycosuria",9,1/1/1991,,"20","No","Yes",2009
"2718","Dis Carbohydr Metab Nec",9,1/1/1991,,"20","No","Yes",2009
"2719","Dis Carbohydr Metab Nos",9,1/1/1991,,"20","No","Yes",2009
"272","Dis Of Lipoid Metabolism*",9,1/1/1991,,"19","No","No",2009
"2720","Pure Hypercholesterolem",9,1/1/1991,,"19","No","Yes",2009
"2721","Pure Hyperglyceridemia",9,1/1/1991,,"19","No","Yes",2009
"2722","Mixed Hyperlipidemia",9,1/1/1991,,"19","No","Yes",2009
"2723","Hyperchylomicronemia",9,1/1/1991,,"19","No","Yes",2009
"2724","Hyperlipidemia Nec/Nos",9,1/1/1991,,"19","No","Yes",2009
"2725","Lipoprotein Deficiencies",9,1/1/1991,,"19","No","Yes",2009
"2726","Lipodystrophy",9,1/1/1991,,"19","No","Yes",2009
"2727","Lipidoses",9,1/1/1991,,"20","No","Yes",2009
"2728","Lipoid Metabol Dis Nec",9,1/1/1991,,"19","No","Yes",2009
"2729","Lipoid Metabol Dis Nos",9,1/1/1991,,"19","No","Yes",2009
"2732","Paraproteinemia Nec",9,1/1/1991,,"20","No","Yes",2009
"2733","Macroglobulinemia",9,1/1/1991,,"20","No","Yes",2009
"2734","Alpha-1-Antitrypsin Def",9,10/1/2004,,"20","No","Yes",2009
"274","Gout*",9,1/1/1991,,"48","No","No",2009
"2740","Gouty Arthropathy",9,1/1/1991,,"48","No","Yes",2009
"27400","Gouty arthropathy NOS",9,10/1/2009,"43","48","No","No",2009
"27401","Acute gouty arthropathy",9,10/1/2009,"43","48","No","No",2009
"27402","Chr gouty atrph wo tophi",9,10/1/2009,"43","48","No","No",2009
"27403","Chr gouty atroph w tophi",9,10/1/2009,"43","48","No","No",2009
"2741","Gouty Nephropathy*",9,1/1/1991,,"48","No","No",2009
"27410","Gouty Nephropathy Nos",9,1/1/1991,,"48","No","Yes",2009
"27411","Uric Acid Nephrolithias",9,1/1/1991,,"48","No","Yes",2009
"27419","Gouty Nephropathy Nec",9,1/1/1991,,"48","No","Yes",2009
"2748","Gout W Oth Manifestation*",9,1/1/1991,,"48","No","No",2009
"27481","Gouty Tophi Of Ear",9,1/1/1991,,"48","No","Yes",2009
"27482","Gouty Tophi Site Nec",9,1/1/1991,,"48","No","Yes",2009
"27489","Gout W Manifestation Nec",9,1/1/1991,,"48","No","Yes",2009
"2749","Gout Nos",9,1/1/1991,,"48","No","Yes",2009
"275","Dis Mineral Metabolism*",9,1/1/1991,,"21","No","No",2009
"2750","Dis Iron Metabolism",9,1/1/1991,,"20","No","Yes",2009
"2751","Dis Copper Metabolism",9,1/1/1991,,"20","No","Yes",2009
"2752","Dis Magnesium Metabolism",9,1/1/1991,,"21","No","Yes",2009
"2753","Dis Phosphorus Metabol",9,1/1/1991,,"20","No","Yes",2009
"2754","Dis Calcium Metabolism*",9,1/1/1991,,"21","No","No",2009
"27540","Dis Calcium Metablsm Nos",9,10/1/1998,,"21","No","Yes",2009
"27541","Hypocalcemia",9,10/1/1998,,"21","No","Yes",2009
"27542","Hypercalcemia",9,10/1/1998,,"21","No","Yes",2009
"27549","Dis Calcium Metablsm Nec",9,10/1/1998,,"21","No","Yes",2009
"2755","HUNGRY BONE SYNDROME",9,10/1/2008,,"21","No","Yes",2009
"2758","Dis Mineral Metabol Nec",9,1/1/1991,,"21","No","Yes",2009
"2759","Dis Mineral Metabol Nos",9,1/1/1991,,"21","No","Yes",2009
"276","Fluid/Electrolyte Dis*",9,1/1/1991,,"21","No","No",2009
"2760","Hyperosmolality",9,1/1/1991,,"21","No","Yes",2009
"2761","Hyposmolality",9,1/1/1991,,"21","No","Yes",2009
"2762","Acidosis",9,1/1/1991,,"21","No","Yes",2009
"2763","Alkalosis",9,1/1/1991,,"21","No","Yes",2009
"2764","Mixed Acid-Base Bal Dis",9,1/1/1991,,"21","No","Yes",2009
"2765","Hypovolemia",9,1/1/1991,,"21","No","No",2009
"27650","Volume Depletion NOS",9,10/1/2005,,"21","No","Yes",2009
"27651","Dehydration",9,10/1/2005,,"21","No","Yes",2009
"27652","Hypovolemia",9,10/1/2005,,"21","No","Yes",2009
"2766","Fluid Overload",9,1/1/1991,,"21","No","Yes",2009
"2767","Hyperpotassemia",9,1/1/1991,,"21","No","Yes",2009
"2768","Hypopotassemia",9,1/1/1991,,"21","No","Yes",2009
"2769","Electrolyt/Fluid Dis Nec",9,1/1/1991,,"21","No","Yes",2009
"2770","Cystic Fibrosis*",9,1/1/1991,"107","108","No","No",2009
"27700","Cystic Fibros W/O Ileus",9,1/1/1991,"107","108","Yes","Yes",2009
"27701","Cystic Fibrosis W Ileus",9,1/1/1991,"107","108","Yes","Yes",2009
"27702","Cystic Fibros W Pul Man",9,10/1/2002,"107","108","Yes","Yes",2009
"27703","Cystic Fibrosis W Gi Man",9,10/1/2002,"107","108","Yes","Yes",2009
"27709","Cystic Fibrosis Nec",9,10/1/2002,"107","108","Yes","Yes",2009
"2771","Dis Porphyrin Metabolism",9,1/1/1991,,"20","No","Yes",2009
"2772","Purine/Pyrimid Dis Nec",9,1/1/1991,,"20","No","Yes",2009
"2773","Amyloidosis",9,1/1/1991,,"20","No","No",2009
"27730","Amyloidosis, unspecified",9,10/1/2006,,"20","No","Yes",2009
"27731","Familial Mediterranean fe",9,10/1/2006,,"20","No","Yes",2009
"27739","Other amyloidosis",9,10/1/2006,,"20","No","Yes",2009
"2775","Mucopolysaccharidosis",9,1/1/1991,,"20","No","Yes",2009
"2776","Defic Circul Enzyme Nec",9,1/1/1991,,"20","No","Yes",2009
"2777","Dysmetabolic Syndrome X",9,10/1/2002,,"20","No","Yes",2009
"2778","Metabolism Disorder Nec",9,1/1/1991,,"20","No","No",2009
"27781","Primary Carnitine Defncy",9,10/1/2003,,"20","No","Yes",2009
"27782","Crnitne Def D/T Nb Met",9,10/1/2003,,"20","No","Yes",2009
"27783","Iatrogenic Carnitine Def",9,10/1/2003,,"20","No","Yes",2009
"27784","Sec Carnitine Defncy Nec",9,10/1/2003,,"20","No","Yes",2009
"27785","Disorders Acid Oxidation",9,10/1/2004,,"20","No","Yes",2009
"27786","Peroxisomal Disorders",9,10/1/2004,,"20","No","Yes",2009
"27787","Dis Mitochondrial Metab",9,10/1/2004,,"20","No","Yes",2009
"27788","Tumor lysis syndrome",9,10/1/2009,"23","21","No","No",2009
"27789","Metabolism Disorder Nec",9,10/1/2003,,"20","No","Yes",2009
"279","Dis Immune Mechanism*",9,1/1/1991,"45","52","No","No",2009
"2790","Defic Humoral Immunity*",9,1/1/1991,"45","52","No","No",2009
"27900","Hypogammaglobulinem Nos",9,1/1/1991,"45","52","Yes","Yes",2009
"27901","Selective Iga Immunodef",9,1/1/1991,"45","52","Yes","Yes",2009
"27902","Selective Igm Immunodef",9,1/1/1991,"45","52","Yes","Yes",2009
"27903","Selective Ig Defic Nec",9,1/1/1991,"45","52","Yes","Yes",2009
"27904","Cong Hypogammaglobulinem",9,1/1/1991,"45","52","Yes","Yes",2009
"27905","Immunodefic W Hyper-Igm",9,1/1/1991,"45","52","Yes","Yes",2009
"27906","Common Variabl Immunodef",9,1/1/1991,"45","52","Yes","Yes",2009
"27909","Humoral Immunity Def Nec",9,1/1/1991,"45","52","Yes","Yes",2009
"2791","Defic Cellular Immunity*",9,1/1/1991,"45","52","No","No",2009
"27910","Immundef T-Cell Def Nos",9,1/1/1991,"45","52","Yes","Yes",2009
"27911","Digeorge'S Syndrome",9,1/1/1991,"45","52","Yes","Yes",2009
"27912","Wiskott-Aldrich Syndrome",9,1/1/1991,"45","52","Yes","Yes",2009
"27913","Nezelof'S Syndrome",9,1/1/1991,"45","52","Yes","Yes",2009
"27919","Defic Cell Immunity Nos",9,1/1/1991,"45","52","Yes","Yes",2009
"2792","Combined Immunity Defic",9,1/1/1991,"45","52","Yes","Yes",2009
"2793","Immunity Deficiency Nos",9,1/1/1991,"45","52","Yes","Yes",2009
"2794","Autoimmune Disease Nec",9,1/1/1991,"45","52","Yes","Yes",2009
"27941","Autoimmun lymphprof synd",9,10/1/2009,"45","52","No","No",2009
"27949","Autoimmune disease NEC",9,10/1/2009,"45","52","No","No",2009
"27950","GRAFT-VERSUS-HOST NOS",9,10/1/2008,"45","52","Yes","Yes",2009
"27951","AC GRAFT-VERSUS-HOST DIS",9,10/1/2008,"45","52","Yes","Yes",2009
"27952","CHRONC GRAFT-VS-HOST DIS",9,10/1/2008,"45","52","Yes","Yes",2009
"27953","AC ON CHRN GRFT-VS-HOST",9,10/1/2008,"45","52","Yes","Yes",2009
"2798","Immune Mechanism Dis Nec",9,1/1/1991,"45","52","Yes","Yes",2009
"2799","Immune Mechanism Dis Nos",9,1/1/1991,"45","52","Yes","Yes",2009
"282","Heredit Hemolytic Anemia*",9,1/1/1991,,"55","No","No",2009
"2820","Hereditary Spherocytosis",9,1/1/1991,,"55","No","Yes",2009
"2821","Heredit Elliptocytosis",9,1/1/1991,,"55","No","Yes",2009
"2822","Glutathione Dis Anemia",9,1/1/1991,,"55","No","Yes",2009
"2823","Enzyme Defic Anemia Nec",9,1/1/1991,,"55","No","Yes",2009
"2824","Thalassemias",9,1/1/1991,,"55","No","No",2009
"28241","Thlasema Hb-S W/O Crisis",9,10/1/2003,"44","51","Yes","Yes",2009
"28242","Thlassemia Hb-S W Crisis",9,10/1/2003,"44","51","Yes","Yes",2009
"28249","Thalassemia Nec",9,10/1/2003,,"55","No","Yes",2009
"2825","Sickle-Cell Trait",9,1/1/1991,,"55","No","Yes",2009
"2826","Sickle-Cell Anemia*",9,1/1/1991,"44","51","No","No",2009
